tconst,Id_TMDB,Titre,Titre Original,Date de sortie,Durée,Budget,Recettes,Pays d'origine,Langue Originale,Moyenne des votes,Nombre de votants,Popularité,Résumé,Lien_vidéo,Affiche du Film,Genres,Mots clés,Pays_production,Société_production,Logo,Mots_cles_top5,Société_production_top5,Annee_sortie
tt5889372,409395,Odd Squad: The Movie,Odd Squad: The Movie,2016-08-01,67,39000000.0,48428063.0,"CA, US",en,6.0,25.0,2.5,Non renseigné,Non renseigné,https://image.tmdb.org/t/p/w600_and_h900_bestv2/qRthNUqce2krYNMSql7l18L5ZVl.jpg,"Action,Adventure,Comedy",Non renseigné,"Canada, United States of America","Sinking Ship Entertainment, PBS KIDS, Fred Rogers Productions","https://image.tmdb.org/t/p/w300/7VTcD3tjmh7zQTOgHGFwUYeB6En.png, https://image.tmdb.org/t/p/w300/wnGompVmHo8QOxx005Lsez5fTb9.png, https://image.tmdb.org/t/p/w300/duDVheD7es5jALxdQa3CQyf8izS.png",,,2016
tt7422822,547009,Greener grass,Greener Grass,2019-10-17,95,40000000.0,92000000.0,US,en,6.1,131.0,2.2,"Jill et Lisa vivent dans un quartier de banlieue idyllique. Lorsque Jill, dans un geste altruiste, offre son nouveau-né à Lisa, la paranoïa la submerge, tandis que ses peurs et ses angoisses prennent rapidement le dessus.",Non renseigné,https://image.tmdb.org/t/p/w600_and_h900_bestv2/eN56wiM2M84GBOQnp4TAQXcZucg.jpg,Comedy,"dark comedy, surreal, suburbia, biting, family, dental braces, woman director, satirical, football (soccer) mom, bizzare, female rivalry, absurd",United States of America,"Gulp Splash Productions, Vanishing Angle",https://image.tmdb.org/t/p/w300/pftS6dWlYOqNKRHektMx3UiwOgS.png,"dark comedy,biting,family,woman director,satirical,absurd",,2019
tt13650600,819309,Emergency,Emergency,2022-05-20,104,40000000.0,92000000.0,US,en,6.1,252.0,0.7,Un groupe de jeunes hommes noirs et latinos pèse le pour et le contre avant de passer un appel à la police malgré l'urgence de la situation.,Non renseigné,https://image.tmdb.org/t/p/w600_and_h900_bestv2/zVIa7Ynom2k96mNRXulOpTWP6SF.jpg,"Comedy,Drama,Thriller","college, male friendship",United States of America,"Amazon Studios, Temple Hill Entertainment, Big Indie Pictures","https://image.tmdb.org/t/p/w300/oRR9EXVoKP9szDkVKlze5HVJS7g.png, https://image.tmdb.org/t/p/w300/5J93SHsuvIV32AE9oSbMi02pqw9.png, https://image.tmdb.org/t/p/w300/fWSI4EjIDEEzCNJC8OTPX9Pdbxv.png","college,male friendship","Amazon Studios,Temple Hill Entertainment,Big Indie Pictures",2022
tt4587780,345937,"Mon chat, mon chien... et les autres",Unleashed,2017-08-25,96,40000000.0,92000000.0,US,en,6.1,69.0,5.4,Un évènement cosmique transforme le chien et le chat d'Emma en deux jeunes hommes parfaits. Emma reconsidère alors sa vision des relations et reprend confiance en elle.,Non renseigné,https://image.tmdb.org/t/p/w600_and_h900_bestv2/zpTg32caIadhYln2cLRKHWDkGHQ.jpg,"Comedy,Fantasy,Romance","cat, dog, astrology, wishes come true, signs & wonders",United States of America,"Braveart Films, Voltage Pictures",https://image.tmdb.org/t/p/w300/y1PsXJOr4fSUk948lftHFUw67hs.png,"cat,dog",Voltage Pictures,2017
tt0246134,35944,Lucky break,Lucky Break,2001-08-24,103,52000000.0,134686457.0,"US, GB",en,6.1,35.0,0.6,"Après un braquage raté dans une banque de la ville, Jimmy Hands, un escroc à la petite semaine, est incarcéré à la Prison Long Rudford. Il entrevoit la possibilité de s'évader lorsque « l'unité de thérapie par le théâtre » annonce qu'une comédie musicale va être montée dans la vieille chapelle, réputée pour être l'endroit le moins bien surveillé du pénitencier. Passionné de théâtre, le directeur de prison, Mortimer a écrit la trame de ce spectacle qui s'avère être la toile de fond idéale pour le plan d'évasion de Jimmy. Mais les choses se compliquent lorsque ce dernier tombe amoureux de la séduisante Annabel, la psychologue de la prison...",Non renseigné,https://image.tmdb.org/t/p/w600_and_h900_bestv2/nEa4vk3BAMXHcie6X6n6dKd17Io.jpg,"Comedy,Crime,Romance",Non renseigné,"Germany, United Kingdom, United States of America","Lucky Break Productions, Fragile Films, Film4 Productions, Senator Film, Miramax, Paramount Pictures","https://image.tmdb.org/t/p/w300/rmfShgOyHdGSljYXcvZsbVGSRGV.png, https://image.tmdb.org/t/p/w300/iNB1FCwT4XjO6wkN3PnpPnwr9GX.png, https://image.tmdb.org/t/p/w300/5Cz9SVf733VhCvKpaivl1jlAXAK.png, https://image.tmdb.org/t/p/w300/m6AHu84oZQxvq7n1rsvMNJIAsMu.png, https://image.tmdb.org/t/p/w300/lH1dIv66K2BLgyDa3I3Pj6Q2Lre.png",,"Film4 Productions,Miramax,Paramount Pictures",2001
tt1305714,26032,Un Noël très très gay,Make the Yuletide Gay,2009-11-01,89,40000000.0,92000000.0,US,en,6.1,81.0,2.7,"Olaf Gunnunderson est un étudiant gay et assumé. Avant de rejoindre sa famille pour les vacances de Noël, il dit au revoir à son petit ami Nathan. Ce que Nathan ignore, c'est qu'Olaf n'à jamais fait son coming-out et que ses parents, lassés de le voir seul, ont invité Abby, son ancienne petite amie du lycée, pour les fêtes. Olaf parvient à gérer tant bien que mal la situation, jusqu'à l'arrivée impromptue de Nathan chez ses parents...",Non renseigné,https://image.tmdb.org/t/p/w600_and_h900_bestv2/2MccEnvpqgCgNBRTMjrMEvpYf0G.jpg,"Comedy,Romance","coming out, holiday, in the closet, family, lgbt, lgbt teen, christmas, gay theme",United States of America,Great House Films,Non renseigné,"holiday,family,lgbt,lgbt teen,christmas,gay theme",,2009
tt0206742,49453,Fast Food Fast Women,Fast Food Fast Women,2000-07-27,95,27000000.0,38058335.0,FR,en,6.1,37.0,5.3,"Bella va avoir trente-cinq ans. Serveuse dans un restaurant new-yorkais, elle est l'âme du lieu, la confidente ou le bouc émissaire, selon l'humeur des clients. Cote coeur, elle traine depuis des lustres une liaison sans lendemain. Alors, quand sa mère, a des milliers de kilomètres de la, lui propose de rencontrer quelqu'un, Bella tente le coup, sans trop d'illusions. L'homme s'appelle Bruno, il est chauffeur de taxi et écrit des romans que son éditeur refuse de publier. Temps perdu, temps retrouve, leurs chemins vont se croiser pour un moment, ou plus si affinités.",Non renseigné,https://image.tmdb.org/t/p/w600_and_h900_bestv2/bJuz51a3Whsh8mTRxXnaSzuXrRQ.jpg,"Comedy,Romance",Non renseigné,"France, Italy, Germany","Lumen Films, BiM Distribuzione, Pandora Film, Paradis Films, Orly Films","https://image.tmdb.org/t/p/w300/oTRPUgdpWotA7Hi5gpioQO0MEyk.png, https://image.tmdb.org/t/p/w300/ooz5b0ov3PLfBoOJyMmdoffVuHs.png, https://image.tmdb.org/t/p/w300/b1zTOpnNn5g0nHjhpn3Dx17QaoP.png",,"BiM Distribuzione,Pandora Film",2000
tt21057800,953713,Parachute,Parachute,2024-04-05,97,40000000.0,92000000.0,US,en,6.1,20.0,3.4,L'histoire de deux amis dont la relation navigue entre amour et dépendance. Ethan sort de prison et Riley sort de l'hôpital quand ils se rencontrent et l'entente est immédiate. Le monde n'a de sens que lorsqu'ils sont ensemble.,Non renseigné,https://image.tmdb.org/t/p/w600_and_h900_bestv2/i5BOAsTAiENB60a9X9oLEEwsQiE.jpg,"Comedy,Drama,Romance","addiction, woman director",United States of America,"Yale Productions, The Space Program, Post Film, Great Escape, BondIt Media Capital, Carte Blanche","https://image.tmdb.org/t/p/w300/avj80RsunqwDbOS6oLp4plRE5UQ.png, https://image.tmdb.org/t/p/w300/snusHoE7JVuo2yat7iX49eT11Jb.png, https://image.tmdb.org/t/p/w300/tx6QPkhCXKhOr18hAhPGvT4hZDE.png, https://image.tmdb.org/t/p/w300/vbtvY4IxgUZk713rkmoTO4MHIac.png, https://image.tmdb.org/t/p/w300/2PCuIrmhOMX9eGpxs8PQWjxfU3s.png",woman director,,2024
tt0848542,18290,Arranged,Arranged,2007-03-10,90,40000000.0,92000000.0,US,en,6.1,32.0,1.8,Non renseigné,Non renseigné,https://image.tmdb.org/t/p/w600_and_h900_bestv2/yzgj2voZLFoeZOv3eCowTgbluu7.jpg,"Comedy,Drama,Romance","roman, romance, woman director",United States of America,,Non renseigné,"romance,woman director",,2007
tt0337996,17995,Eddie Griffin: DysFunktional Family,Eddie Griffin: DysFunktional Family,2003-04-04,89,40000000.0,92000000.0,US,en,6.2,10.0,1.3,Non renseigné,Non renseigné,https://image.tmdb.org/t/p/w600_and_h900_bestv2/jYfGKG94Mfs8HMjqXsn9aIVqGTK.jpg,"Comedy,Documentary",Non renseigné,United States of America,Brad Grey Pictures,Non renseigné,,,2003
tt8299768,586451,Blow the Man Down,Blow the Man Down,2019-04-26,90,40000000.0,92000000.0,US,en,6.2,323.0,3.3,"Mary Beth et Pris Connolly sont deux soeurs qui ont pris soin de leur mère malade pendant près d'un an. Le jour de ses funérailles, Mary Beth, apprend avec une extrême tristesse, que sa mère, qui possédait une poissonnerie locale à Easter Cove, un village de pêcheurs du Maine, ne leur a laissé que des dettes. Dans une ville et une vie sans issue, Mary Beth rencontre un homme dangereux.",Non renseigné,https://image.tmdb.org/t/p/w600_and_h900_bestv2/AgxDU9Vp0R6RIV6jpmQ4JrTcZzv.jpg,"Comedy,Crime,Drama","small town, prostitute, sister, cover-up, murder, maine, disposing of a dead body, whorehouse, sister sister relationship",United States of America,"Secret Engine, Tango Entertainment","https://image.tmdb.org/t/p/w300/vZB7mZWZ0uL4qmDeisrkGb0ce2y.png, https://image.tmdb.org/t/p/w300/adHpT0fRW86W80jPtJRo96pqJE4.png","small town,prostitute,murder",,2019
tt0273300,25985,Mariage et conséquences,Jump Tomorrow,2001-11-09,97,41500000.0,81978936.0,"US, GB",en,6.2,21.0,0.2,"De nos jours aux Etats-Unis, George, un Africain timide et introverti, fait la connaissance d'Alicia, une jeune femme d'origine espagnole au fort tempérament. C'est le coup de foudre.Mais George s'est déjà engagé à épouser dans quatre jours une amie d'enfance au Nigeria, et Alicia doit passer au même moment la bague au doigt de son très sérieux professeur d'anglais.",Non renseigné,https://image.tmdb.org/t/p/w600_and_h900_bestv2/7lyS0rFyF3UwyfDcbUeJkeepL9y.jpg,"Comedy,Drama,Romance",Non renseigné,"United Kingdom, United States of America","Eureka Pictures, Film4 Productions",https://image.tmdb.org/t/p/w300/iNB1FCwT4XjO6wkN3PnpPnwr9GX.png,,Film4 Productions,2001
tt2386404,279690,He Never Died,He Never Died,2015-12-18,97,12000000.0,17700000.0,"CA, US",en,6.2,509.0,4.7,"Un reclus immortel amateur de chair humaine, mais tentant de rester sobre, est forcé de réintégrer la société à cause d'un gang de malfrats et du retour de sa fille.",Non renseigné,https://image.tmdb.org/t/p/w600_and_h900_bestv2/vzqwe4uuINJhbPqvlbVShBnCvHv.jpg,"Comedy,Drama,Fantasy","vampire, bible, flesh eating, immortal, father daughter relationship","United States of America, Canada","Alternate Ending Studios, 108 Media",https://image.tmdb.org/t/p/w300/7WztLsplkKZJMq5q4akEAWxLFKG.png,"vampire,father daughter relationship",,2015
tt0963208,12179,Where in the World Is Osama Bin Laden?,Where in the World Is Osama Bin Laden?,2008-01-21,93,40000000.0,92000000.0,US,en,6.2,65.0,0.7,Non renseigné,Non renseigné,https://image.tmdb.org/t/p/w600_and_h900_bestv2/k6v75UDkAN2Hf5z5cvu8sg9YMkp.jpg,"Comedy,Documentary,War","arabian, education, iraq war",United States of America,Non Linear Films,Non renseigné,,,2008
tt7681868,541579,Christo : Marcher sur l'eau,Walking on Water,2019-03-19,105,27000000.0,38058335.0,"AE, US, IT",en,6.2,21.0,0.1,"Sept ans après le décès de son épouse et complice artistique Jeanne-Claude, avec laquelle il avait empaqueté le Reichstag à Berlin ou encore le Pont Neuf à Paris, l'artiste d'origine bulgare Christo s’attelle à la réalisation de « The Floating Piers » (littéralement : les pontons flottants), sur le lac d’Iseo en Italie, une installation qu’ils avaient conçue ensemble des années auparavant, dans la droite lignée de leur projet artistique : s’emparer de monuments architecturaux ou de sites naturels pour les transformer et ainsi mieux les révéler, dans une temporalité toujours limitée. Présenté aux festivals de Locarno et Toronto, le film d’Andréï M Paounov est une plongée intimiste rare dans le monde hors du commun et sans compromis de Christo, où tractations entre art et politique, cauchemars logistiques et forces de la nature sont en ébullition permanente, et révèlent l'homme derrière l'artiste, dont toutes les œuvres sont autofinancées.
 SÉANCES",Non renseigné,https://image.tmdb.org/t/p/w600_and_h900_bestv2/twkgNbktzU37Rn3z8ITeX933KnC.jpg,"Adventure,Comedy,Documentary",Non renseigné,"Germany, Italy, United Arab Emirates, United States of America","Kotva Films, Ring Film","https://image.tmdb.org/t/p/w300/j2mEJq4OdzIO2pOIQPeDW47yUHb.png, https://image.tmdb.org/t/p/w300/3EngEFSv91PU8925JdHPtSWHKBn.png",,,2019
tt0499603,2357,Une Star dans ma vie,10 Items or Less,2006-09-11,102,40000000.0,92000000.0,US,en,6.2,270.0,4.3,"Pour préparer un rôle, un comédien fait la connaissance d'une vendeuse d'épicerie...",Non renseigné,https://image.tmdb.org/t/p/w600_and_h900_bestv2/txlaY4507vo9Fd2ARVHPbZHk8vr.jpg,"Comedy,Drama","restart, class, casual meeting, job interview, underclass, consumerism, movie star, aftercreditsstinger, duringcreditsstinger",United States of America,"Reveal Entertainment, Revelations Entertainment, Mockingbird Pictures","https://image.tmdb.org/t/p/w300/3nTeqjFy3El5hHQvvyLn6HFz5M4.png, https://image.tmdb.org/t/p/w300/dU2S6qBrsMkBFFkAbcUnJ7p3Izh.png","aftercreditsstinger,duringcreditsstinger",,2006
tt1821426,172631,Family Weekend,Family Weekend,2013-03-28,105,40000000.0,92000000.0,US,en,6.3,219.0,3.4,"Une jeune fille de 16 ans, agacée par le manque d'attention de ses parent, décide de les prendre en otage pour régler les problèmes rencontrés par la famille...",Non renseigné,https://image.tmdb.org/t/p/w600_and_h900_bestv2/RiUNV96HPP14OfB7ILEOe2Vj26.jpg,"Comedy,Drama",Non renseigné,United States of America,"Footprint Features, Bedford Falls Productions","https://image.tmdb.org/t/p/w300/tjL893PyjsZ1PELRu7gvitNAzcC.png, https://image.tmdb.org/t/p/w300/mztvNjgx77cXUL6vWR3r7fyeZCa.png",,,2013
tt10339052,669659,Best Sellers,Best Sellers,2021-09-09,100,39000000.0,48428063.0,"CA, US",en,6.3,148.0,0.8,La volonté de tranquilité d'un auteur de livres acariâtre est mise à mal par l'arrivée dans sa vie d'une jeune éditrice ambitieuse qui souhaite sauver une maison d'édition.,Non renseigné,https://image.tmdb.org/t/p/w600_and_h900_bestv2/7UQ01PyC4OCo9uFKn6EidomQybd.jpg,"Comedy,Drama","literature, writer, publisher, grumpy man, book","Canada, United States of America","Item 7, Wishing Tree Productions, Téléfilm Canada, Crave, CBC Films, SODEC, Screen Media Films","https://image.tmdb.org/t/p/w300/9Ty5iOpym3q9uHc5iYODiPsc1K0.png, https://image.tmdb.org/t/p/w300/kcNh09qqR2Pkw1JAzRW4CommrW4.png, https://image.tmdb.org/t/p/w300/psBLfwHCfU9A4U9bWmeWF8AlSqr.png, https://image.tmdb.org/t/p/w300/2Ec5G6rTVSpXZB95v6rFlAfKiw4.png, https://image.tmdb.org/t/p/w300/vYeYdFxDWoqBzFgYz2Tf9d2ZseE.png, https://image.tmdb.org/t/p/w300/7Fs0fMLWrPUaM3H0PK4hbnuEE1g.png",writer,Téléfilm Canada,2021
tt11426572,818612,Wedding Season,Wedding Season,2022-08-04,99,39000000.0,48428063.0,"CA, US",en,6.3,233.0,2.2,"Sous la pression de leurs parents, Asha et Ravi feignent d'être en couple le temps d'un été de mariages. Mais leur plan déraille lorsqu'ils s'éprennent l'un de l'autre.",Non renseigné,https://image.tmdb.org/t/p/w600_and_h900_bestv2/mFeXAZ1oOECPqEu8c2i4L5LmNyY.jpg,"Comedy,Romance",Non renseigné,"Canada, United States of America","Imagine Entertainment, Jax Media, Samosa Stories","https://image.tmdb.org/t/p/w300/bJOFo2ufq7iFC1F4qZm8aLxF5aS.png, https://image.tmdb.org/t/p/w300/urq2p5ColCf657b5nOmBpBOrjyv.png",,Imagine Entertainment,2022
tt6378710,510388,Villains,Villains,2019-09-20,90,39000000.0,48428063.0,US,en,6.3,458.0,2.8,Deux cambrioleurs amateurs pénètrent dans une maison et trouvent une jeune femme enchainée à la cave.,Non renseigné,https://image.tmdb.org/t/p/w600_and_h900_bestv2/Arefq9eI1z94Jtrbbuqzg9p5mf8.jpg,"Comedy,Horror,Thriller",Non renseigné,"Canada, United States of America","Bron Studios, Star Thrower Entertainment, Creative Wealth Media Finance, The Realm Films","https://image.tmdb.org/t/p/w300/aTc07YaNHo8WNgkQSnvLmG6w4nW.png, https://image.tmdb.org/t/p/w300/1QuLulTFEynrZnFsogW0UefcKYC.png, https://image.tmdb.org/t/p/w300/dbzRlKx3HesH6CkTwZkhpJVRvIg.png",,Bron Studios,2019
tt14850544,844404,Sam & Kate,Sam & Kate,2022-11-11,111,40000000.0,92000000.0,US,en,6.3,66.0,3.5,"L’histoire d’une famille vivant dans une petite ville au coeur des États-Unis. Sam fils à la vie comme à l’écran de Bill est de retour au foyer familial pour s’occuper de son père malade. Au cours de son séjour, Sam tombe amoureux d’une femme de la région, Kate tandis que son père, lui, tombe amoureux de la mère de Kate, Tina. L’amour n’est jamais de tout repos et les quatre protagonistes vont devoir faire face à leur passé tout en essayant de conjuguer vie quotidienne et vie amoureuse.",Non renseigné,https://image.tmdb.org/t/p/w600_and_h900_bestv2/fzQN7YcIgboMavMMwrOTaqz8agm.jpg,"Comedy,Drama,Romance","romance, love, family, hometown, return to hometown",United States of America,"Volition Media Partners, Thomasville Pictures, Story in The Sky, Buffalo 8, Kodiak Pictures, New Legend Entertainment","https://image.tmdb.org/t/p/w300/hO9hMQIAUvSEVJHBUdtrsXWfoRu.png, https://image.tmdb.org/t/p/w300/vbI6QgAC9s3BilQ5Oa7juyrf59N.png, https://image.tmdb.org/t/p/w300/je9Ko1f6iu0AfLL3dINJEaxLvEb.png, https://image.tmdb.org/t/p/w300/uPcwljtUrpoeRiXI4vpDsvqWiqP.png","romance,love,family",,2022
tt1293842,44750,The Winning Season,The Winning Season,2009-01-19,119,40000000.0,92000000.0,US,en,6.4,158.0,2.3,"Un homme un peu inadapté doit entraîner l’équipe féminine de basket du lycée, mais il n’aurait jamais imaginé combien cette expérience allait bouleverser sa vie et les leurs.",Non renseigné,https://image.tmdb.org/t/p/w600_and_h900_bestv2/8givSWfcusfGrktBPmzh8MPdg7J.jpg,"Comedy,Sport","immigrant, sports, alcohol, bus ride, restaurant, beer, defeat, bicycle, birthday party, basketball, coach, loneliness, duringcreditsstinger",United States of America,"Gigi Films, Sneaky Pete Productions",https://image.tmdb.org/t/p/w300/wz3wmwDfoVomvWFAoSKFGMvmVUe.png,"sports,alcohol,restaurant,loneliness,duringcreditsstinger",,2009
tt13260836,752455,Le Noël rêvé d'Angela,Angela's Christmas Wish,2020-12-01,48,27000000.0,38058335.0,"US, IE",en,6.4,112.0,3.1,L'histoire réconfortante d'une petite fille déterminée qui entreprend de réunir sa famille à temps pour Noël.,Non renseigné,https://image.tmdb.org/t/p/w600_and_h900_bestv2/aHtTqDJZwDnowSPNNPlq8U2OV5Y.jpg,"Adventure,Animation,Comedy",Non renseigné,"United States of America, Ireland",Brown Bag Films,https://image.tmdb.org/t/p/w300/iVDEwAZnPNw90hdeyBvcAcDYoBi.png,,,2020
